statnaam,aantal,Datum,inwoneraantal,
Molenlanden,16,26/03/2020,43976,
,265,27/03/2020,0,
Appingedam,1,27/03/2020,11650,
Delfzijl,4,27/03/2020,24649,
Groningen,80,27/03/2020,232982,
Loppersum,1,27/03/2020,9513,
Almere,39,27/03/2020,212408,
Stadskanaal,1,27/03/2020,31691,
Veendam,1,27/03/2020,27378,
Zeewolde,7,27/03/2020,22545,
Achtkarspelen,2,27/03/2020,27833,
Ameland,0,27/03/2020,3718,
Harlingen,3,27/03/2020,15719,
Heerenveen,5,27/03/2020,50469,
Leeuwarden,19,27/03/2020,124024,
Ooststellingwerf,1,27/03/2020,25489,
Opsterland,6,27/03/2020,29698,
Schiermonnikoog,0,27/03/2020,946,
Smallingerland,5,27/03/2020,56173,
Terschelling,0,27/03/2020,4856,
Vlieland,0,27/03/2020,1158,
Weststellingwerf,2,27/03/2020,25930,
Assen,8,27/03/2020,68743,
Coevorden,17,27/03/2020,35293,
Emmen,10,27/03/2020,106977,
Hoogeveen,8,27/03/2020,55645,
Meppel,4,27/03/2020,33947,
Almelo,14,27/03/2020,73132,
Borne,13,27/03/2020,23341,
Dalfsen,14,27/03/2020,28637,
Deventer,33,27/03/2020,100893,
Enschede,45,27/03/2020,159603,
Haaksbergen,6,27/03/2020,24274,
Hardenberg,11,27/03/2020,60971,
Hellendoorn,8,27/03/2020,35915,
Hengelo,23,27/03/2020,81198,
Kampen,45,27/03/2020,54347,
Losser,1,27/03/2020,22685,
Noordoostpolder,10,27/03/2020,47443,
Oldenzaal,17,27/03/2020,31851,
Ommen,7,27/03/2020,18011,
Raalte,13,27/03/2020,37701,
Staphorst,5,27/03/2020,17147,
Tubbergen,11,27/03/2020,21264,
Urk,9,27/03/2020,21043,
Wierden,4,27/03/2020,24441,
Zwolle,63,27/03/2020,129062,
Aalten,3,27/03/2020,27089,
Apeldoorn,49,27/03/2020,163853,
Arnhem,46,27/03/2020,161594,
Barneveld,17,27/03/2020,59308,
Beuningen,16,27/03/2020,25897,
Brummen,5,27/03/2020,20772,
Buren,7,27/03/2020,26762,
Culemborg,14,27/03/2020,29015,
Doesburg,6,27/03/2020,11086,
Doetinchem,17,27/03/2020,58064,
Druten,11,27/03/2020,18954,
Duiven,4,27/03/2020,25109,
Ede,37,27/03/2020,117041,
Elburg,9,27/03/2020,23176,
Epe,18,27/03/2020,33211,
Ermelo,18,27/03/2020,26987,
Harderwijk,18,27/03/2020,48665,
Hattem,7,27/03/2020,12209,
Heerde,27,27/03/2020,18612,
Heumen,15,27/03/2020,16446,
Lochem,11,27/03/2020,33713,
Maasdriel,6,27/03/2020,25130,
Nijkerk,15,27/03/2020,43202,
Nijmegen,132,27/03/2020,177630,
Oldebroek,19,27/03/2020,23631,
Putten,6,27/03/2020,24120,
Renkum,17,27/03/2020,31413,
Rheden,27,27/03/2020,43672,
Rozendaal,2,27/03/2020,1699,
Scherpenzeel,4,27/03/2020,9874,
Tiel,23,27/03/2020,42092,
Voorst,13,27/03/2020,24594,
Wageningen,5,27/03/2020,39844,
Westervoort,2,27/03/2020,25792,
Winterswijk,3,27/03/2020,28820,
Wijchen,30,27/03/2020,41094,
Zaltbommel,9,27/03/2020,28926,
Zevenaar,12,27/03/2020,43804,
Zutphen,10,27/03/2020,48010,
Nunspeet,39,27/03/2020,27825,
Dronten,11,27/03/2020,41655,
Amersfoort,59,27/03/2020,157312,
Baarn,5,27/03/2020,24885,
De Bilt,36,27/03/2020,51608,
Bunnik,9,27/03/2020,15198,
Bunschoten,3,27/03/2020,21862,
Eemnes,1,27/03/2020,9254,
Houten,47,27/03/2020,50234,
Leusden,16,27/03/2020,30417,
Lopik,13,27/03/2020,14464,
Montfoort,11,27/03/2020,13906,
Renswoude,1,27/03/2020,5466,
Rhenen,5,27/03/2020,20120,
Soest,28,27/03/2020,46656,
Utrecht,243,27/03/2020,358454,
Veenendaal,13,27/03/2020,66618,
Woudenberg,6,27/03/2020,13382,
Wijk bij Duurstede,7,27/03/2020,23895,
IJsselstein,26,27/03/2020,34059,
Zeist,34,27/03/2020,64959,
Nieuwegein,17,27/03/2020,63505,
Aalsmeer,12,27/03/2020,31837,
Alkmaar,36,27/03/2020,109589,
Amstelveen,52,27/03/2020,91767,
Amsterdam,411,27/03/2020,874272,
Beemster,4,27/03/2020,9992,
Bergen (NH.),16,27/03/2020,29869,
Beverwijk,13,27/03/2020,41610,
Blaricum,6,27/03/2020,11556,
Bloemendaal,17,27/03/2020,23544,
Castricum,18,27/03/2020,36005,
Diemen,7,27/03/2020,31003,
Edam-Volendam,14,27/03/2020,36211,
Enkhuizen,17,27/03/2020,18644,
Haarlem,66,27/03/2020,163109,
Haarlemmermeer,40,27/03/2020,156355,
Heemskerk,16,27/03/2020,39167,
Heemstede,24,27/03/2020,27259,
Heerhugowaard,20,27/03/2020,57752,
Heiloo,13,27/03/2020,23956,
Den Helder,9,27/03/2020,56359,
Hilversum,24,27/03/2020,91038,
Hoorn,17,27/03/2020,73294,
Huizen,13,27/03/2020,41182,
Landsmeer,7,27/03/2020,11511,
Langedijk,14,27/03/2020,28123,
Laren,8,27/03/2020,11320,
Medemblik,8,27/03/2020,45114,
Oostzaan,7,27/03/2020,9708,
Opmeer,2,27/03/2020,11839,
Ouder-Amstel,7,27/03/2020,14081,
Purmerend,48,27/03/2020,81462,
Schagen,13,27/03/2020,46471,
Texel,3,27/03/2020,13571,
Uitgeest,7,27/03/2020,13637,
Uithoorn,11,27/03/2020,29537,
Velsen,25,27/03/2020,68732,
Weesp,8,27/03/2020,19856,
Zandvoort,6,27/03/2020,17136,
Zaanstad,46,27/03/2020,156856,
Alblasserdam,6,27/03/2020,20158,
Alphen aan den Rijn,32,27/03/2020,119952,
Barendrecht,21,27/03/2020,48691,
Drechterland,4,27/03/2020,19732,
Brielle,5,27/03/2020,17273,
Capelle aan den IJssel,31,27/03/2020,67217,
Delft,27,27/03/2020,103536,
Dordrecht,32,27/03/2020,119413,
Gorinchem,13,27/03/2020,37055,
Gouda,31,27/03/2020,73485,
's-Gravenhage,124,27/03/2020,545865,
Hardinxveld-Giessendam,7,27/03/2020,18294,
Hellevoetsluis,10,27/03/2020,40182,
Hendrik-Ido-Ambacht,5,27/03/2020,31249,
Stede Broec,18,27/03/2020,21685,
Hillegom,3,27/03/2020,22208,
Katwijk,15,27/03/2020,65816,
Krimpen aan den IJssel,7,27/03/2020,29532,
Leiden,30,27/03/2020,125066,
Leiderdorp,4,27/03/2020,27072,
Lisse,3,27/03/2020,23012,
Maassluis,11,27/03/2020,33258,
Nieuwkoop,7,27/03/2020,28860,
Noordwijk,10,27/03/2020,43586,
Oegstgeest,12,27/03/2020,24852,
Oudewater,18,27/03/2020,10226,
Papendrecht,6,27/03/2020,32151,
Ridderkerk,19,27/03/2020,46341,
Rotterdam,249,27/03/2020,652361,
Rijswijk,14,27/03/2020,54619,
Schiedam,19,27/03/2020,78842,
Sliedrecht,6,27/03/2020,25232,
Albrandswaard,21,27/03/2020,25696,
Westvoorne,9,27/03/2020,14730,
Vlaardingen,28,27/03/2020,73539,
Voorschoten,6,27/03/2020,25612,
Waddinxveen,7,27/03/2020,29365,
Wassenaar,6,27/03/2020,26273,
Woerden,25,27/03/2020,52359,
Zoetermeer,17,27/03/2020,125266,
Zoeterwoude,2,27/03/2020,8647,
Zwijndrecht,13,27/03/2020,44695,
Borsele,7,27/03/2020,22732,
Goes,12,27/03/2020,38174,
West Maas en Waal,13,27/03/2020,63376,
Hulst,2,27/03/2020,27601,
Kapelle,2,27/03/2020,12698,
Middelburg,9,27/03/2020,48802,
Reimerswaal,7,27/03/2020,22714,
Terneuzen,16,27/03/2020,54384,
Tholen,20,27/03/2020,25784,
Veere,8,27/03/2020,21907,
Vlissingen,8,27/03/2020,44339,
De Ronde Venen,17,27/03/2020,24317,
Tytsjerksteradiel,3,27/03/2020,32069,
Asten,8,27/03/2020,16734,
Baarle-Nassau,2,27/03/2020,6867,
Bergen op Zoom,15,27/03/2020,67589,
Best,23,27/03/2020,29997,
Boekel,51,27/03/2020,10783,
Boxmeer,13,27/03/2020,29384,
Boxtel,22,27/03/2020,30807,
Breda,215,27/03/2020,184187,
Deurne,42,27/03/2020,32455,
Pekela,2,27/03/2020,12196,
Dongen,10,27/03/2020,26274,
Eersel,15,27/03/2020,19328,
Eindhoven,113,27/03/2020,234849,
Etten-Leur,40,27/03/2020,43877,
Geertruidenberg,11,27/03/2020,21568,
Gilze en Rijen,22,27/03/2020,26510,
Goirle,24,27/03/2020,23906,
Grave,16,27/03/2020,12457,
Haaren,18,27/03/2020,14364,
Helmond,75,27/03/2020,92312,
's-Hertogenbosch,108,27/03/2020,155381,
Heusden,37,27/03/2020,44709,
Hilvarenbeek,10,27/03/2020,15515,
Loon op Zand,25,27/03/2020,23432,
Mill en Sint Hubert,7,27/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",11,27/03/2020,23372,
Oirschot,10,27/03/2020,18733,
Oisterwijk,23,27/03/2020,26283,
Oosterhout,31,27/03/2020,56052,
Oss,128,27/03/2020,91998,
Rucphen,10,27/03/2020,22900,
Sint-Michielsgestel,28,27/03/2020,29266,
Someren,19,27/03/2020,19362,
Son en Breugel,20,27/03/2020,17329,
Steenbergen,14,27/03/2020,24464,
Waterland,11,27/03/2020,17420,
Tilburg,254,27/03/2020,220144,
Uden,123,27/03/2020,42132,
Valkenswaard,20,27/03/2020,31206,
Veldhoven,22,27/03/2020,45528,
Vught,29,27/03/2020,26577,
Waalre,6,27/03/2020,17452,
Waalwijk,46,27/03/2020,48626,
Woensdrecht,5,27/03/2020,21920,
Zundert,17,27/03/2020,21836,
Wormerland,6,27/03/2020,16266,
Landgraaf,28,27/03/2020,37411,
Beek,13,27/03/2020,15859,
Beesel,11,27/03/2020,13468,
Bergen (L.),2,27/03/2020,13082,
Brunssum,24,27/03/2020,27788,
Gennep,9,27/03/2020,16911,
Heerlen,68,27/03/2020,87024,
Kerkrade,28,27/03/2020,45684,
Maastricht,126,27/03/2020,121511,
Meerssen,8,27/03/2020,18837,
Mook en Middelaar,5,27/03/2020,7841,
Nederweert,21,27/03/2020,17049,
Roermond,31,27/03/2020,58316,
Simpelveld,10,27/03/2020,10539,
Stein,29,27/03/2020,24979,
Vaals,6,27/03/2020,10096,
Venlo,67,27/03/2020,101830,
Venray,21,27/03/2020,43624,
Voerendaal,7,27/03/2020,12479,
Weert,27,27/03/2020,50185,
Valkenburg aan de Geul,11,27/03/2020,16334,
Lelystad,29,27/03/2020,78920,
Horst aan de Maas,25,27/03/2020,42461,
Oude IJsselstreek,5,27/03/2020,39392,
Teylingen,11,27/03/2020,37468,
Utrechtse Heuvelrug,22,27/03/2020,49752,
Oost Gelre,7,27/03/2020,29640,
Koggenland,6,27/03/2020,22763,
Lansingerland,34,27/03/2020,62530,
Leudal,37,27/03/2020,35865,
Maasgouw,13,27/03/2020,23943,
Gemert-Bakel,76,27/03/2020,30733,
Halderberge,10,27/03/2020,30272,
Heeze-Leende,12,27/03/2020,16137,
Laarbeek,33,27/03/2020,22559,
Reusel-De Mierden,4,27/03/2020,13096,
Roerdalen,13,27/03/2020,20567,
Roosendaal,25,27/03/2020,77297,
Schouwen-Duiveland,9,27/03/2020,33866,
Aa en Hunze,3,27/03/2020,25422,
Borger-Odoorn,1,27/03/2020,25549,
Cuijk,8,27/03/2020,25150,
Landerd,42,27/03/2020,15735,
De Wolden,3,27/03/2020,43113,
Noord-Beveland,2,27/03/2020,7387,
Wijdemeren,4,27/03/2020,24354,
Noordenveld,3,27/03/2020,31243,
Twenterand,5,27/03/2020,33749,
Westerveld,3,27/03/2020,14974,
Sint Anthonis,18,27/03/2020,11688,
Lingewaard,22,27/03/2020,46645,
Cranendonck,42,27/03/2020,21175,
Steenwijkerland,8,27/03/2020,44157,
Moerdijk,6,27/03/2020,37098,
Echt-Susteren,25,27/03/2020,31594,
Sluis,6,27/03/2020,23214,
Drimmelen,24,27/03/2020,27232,
Bernheze,87,27/03/2020,31291,
Alphen-Chaam,19,27/03/2020,10222,
Bergeijk,13,27/03/2020,18678,
Bladel,15,27/03/2020,20408,
Gulpen-Wittem,7,27/03/2020,14164,
Tynaarlo,16,27/03/2020,33795,
Midden-Drenthe,2,27/03/2020,33216,
Overbetuwe,51,27/03/2020,47965,
Hof van Twente,14,27/03/2020,34996,
Neder-Betuwe,16,27/03/2020,24430,
Rijssen-Holten,13,27/03/2020,38186,
Geldrop-Mierlo,20,27/03/2020,39772,
Olst-Wijhe,6,27/03/2020,18253,
Dinkelland,28,27/03/2020,26479,
Westland,38,27/03/2020,19321,
Midden-Delfland,3,27/03/2020,19302,
Berkelland,2,27/03/2020,43760,
Bronckhorst,8,27/03/2020,36031,
Sittard-Geleen,98,27/03/2020,92330,
Kaag en Braassem,5,27/03/2020,27317,
Dantumadiel,1,27/03/2020,18912,
Zuidplas,11,27/03/2020,44043,
Peel en Maas,107,27/03/2020,43627,
Oldambt,0,27/03/2020,38214,
Zwartewaterland,36,27/03/2020,22716,
Súdwest-Fryslân,15,27/03/2020,89881,
Bodegraven-Reeuwijk,9,27/03/2020,34899,
Eijsden-Margraten,32,27/03/2020,25760,
Stichtse Vecht,30,27/03/2020,65029,
Hollands Kroon,17,27/03/2020,48460,
Leidschendam-Voorburg,18,27/03/2020,76524,
Goeree-Overflakkee,77,27/03/2020,50147,
Pijnacker-Nootdorp,23,27/03/2020,55412,
Nissewaard,28,27/03/2020,85207,
Krimpenerwaard,24,27/03/2020,56296,
De Fryske Marren,12,27/03/2020,44499,
Gooise Meren,24,27/03/2020,58084,
Berg en Dal,44,27/03/2020,35002,
Meierijstad,195,27/03/2020,81301,
Waadhoeke,3,27/03/2020,46079,
Westerwolde,3,27/03/2020,110606,
Midden-Groningen,5,27/03/2020,60788,
Beekdaelen,34,27/03/2020,35978,
Montferland,5,27/03/2020,35998,
Altena,39,27/03/2020,55966,
West Betuwe,24,27/03/2020,51233,
Vijfheerenlanden,24,27/03/2020,56912,
Hoeksche Waard,51,27/03/2020,87531,
Het Hogeland,7,27/03/2020,47872,
Westerkwartier,15,27/03/2020,19479,
Noardeast-Fryslân,4,27/03/2020,45263,
Molenlanden,17,27/03/2020,43976,
,279,28/03/2020,0,
Appingedam,1,28/03/2020,11650,
Delfzijl,7,28/03/2020,24649,
Groningen,85,28/03/2020,232982,
Loppersum,1,28/03/2020,9513,
Almere,48,28/03/2020,212408,
Stadskanaal,1,28/03/2020,31691,
Veendam,2,28/03/2020,27378,
Zeewolde,7,28/03/2020,22545,
Achtkarspelen,2,28/03/2020,27833,
Ameland,0,28/03/2020,3718,
Harlingen,3,28/03/2020,15719,
Heerenveen,7,28/03/2020,50469,
Leeuwarden,20,28/03/2020,124024,
Ooststellingwerf,1,28/03/2020,25489,
Opsterland,6,28/03/2020,29698,
Schiermonnikoog,0,28/03/2020,946,
Smallingerland,7,28/03/2020,56173,
Terschelling,0,28/03/2020,4856,
Vlieland,0,28/03/2020,1158,
Weststellingwerf,2,28/03/2020,25930,
Assen,10,28/03/2020,68743,
Coevorden,20,28/03/2020,35293,
Emmen,12,28/03/2020,106977,
Hoogeveen,9,28/03/2020,55645,
Meppel,6,28/03/2020,33947,
Almelo,15,28/03/2020,73132,
Borne,15,28/03/2020,23341,
Dalfsen,15,28/03/2020,28637,
Deventer,45,28/03/2020,100893,
Enschede,49,28/03/2020,159603,
Haaksbergen,9,28/03/2020,24274,
Hardenberg,16,28/03/2020,60971,
Hellendoorn,10,28/03/2020,35915,
Hengelo,25,28/03/2020,81198,
Kampen,55,28/03/2020,54347,
Losser,1,28/03/2020,22685,
Noordoostpolder,10,28/03/2020,47443,
Oldenzaal,18,28/03/2020,31851,
Ommen,10,28/03/2020,18011,
Raalte,15,28/03/2020,37701,
Staphorst,5,28/03/2020,17147,
Tubbergen,12,28/03/2020,21264,
Urk,10,28/03/2020,21043,
Wierden,7,28/03/2020,24441,
Zwolle,68,28/03/2020,129062,
Aalten,3,28/03/2020,27089,
Apeldoorn,52,28/03/2020,163853,
Arnhem,52,28/03/2020,161594,
Barneveld,19,28/03/2020,59308,
Beuningen,18,28/03/2020,25897,
Brummen,5,28/03/2020,20772,
Buren,7,28/03/2020,26762,
Culemborg,16,28/03/2020,29015,
Doesburg,6,28/03/2020,11086,
Doetinchem,18,28/03/2020,58064,
Druten,13,28/03/2020,18954,
Duiven,6,28/03/2020,25109,
Ede,46,28/03/2020,117041,
Elburg,11,28/03/2020,23176,
Epe,20,28/03/2020,33211,
Ermelo,19,28/03/2020,26987,
Harderwijk,18,28/03/2020,48665,
Hattem,7,28/03/2020,12209,
Heerde,28,28/03/2020,18612,
Heumen,16,28/03/2020,16446,
Lochem,14,28/03/2020,33713,
Maasdriel,8,28/03/2020,25130,
Nijkerk,18,28/03/2020,43202,
Nijmegen,149,28/03/2020,177630,
Oldebroek,22,28/03/2020,23631,
Putten,6,28/03/2020,24120,
Renkum,18,28/03/2020,31413,
Rheden,30,28/03/2020,43672,
Rozendaal,2,28/03/2020,1699,
Scherpenzeel,5,28/03/2020,9874,
Tiel,27,28/03/2020,42092,
Voorst,15,28/03/2020,24594,
Wageningen,7,28/03/2020,39844,
Westervoort,4,28/03/2020,25792,
Winterswijk,3,28/03/2020,28820,
Wijchen,35,28/03/2020,41094,
Zaltbommel,13,28/03/2020,28926,
Zevenaar,15,28/03/2020,43804,
Zutphen,11,28/03/2020,48010,
Nunspeet,43,28/03/2020,27825,
Dronten,11,28/03/2020,41655,
Amersfoort,63,28/03/2020,157312,
Baarn,6,28/03/2020,24885,
De Bilt,39,28/03/2020,51608,
Bunnik,10,28/03/2020,15198,
Bunschoten,4,28/03/2020,21862,
Eemnes,1,28/03/2020,9254,
Houten,52,28/03/2020,50234,
Leusden,17,28/03/2020,30417,
Lopik,13,28/03/2020,14464,
Montfoort,12,28/03/2020,13906,
Renswoude,1,28/03/2020,5466,
Rhenen,6,28/03/2020,20120,
Soest,28,28/03/2020,46656,
Utrecht,265,28/03/2020,358454,
Veenendaal,14,28/03/2020,66618,
Woudenberg,6,28/03/2020,13382,
Wijk bij Duurstede,9,28/03/2020,23895,
IJsselstein,31,28/03/2020,34059,
Zeist,40,28/03/2020,64959,
Nieuwegein,25,28/03/2020,63505,
Aalsmeer,16,28/03/2020,31837,
Alkmaar,42,28/03/2020,109589,
Amstelveen,63,28/03/2020,91767,
Amsterdam,477,28/03/2020,874272,
Beemster,4,28/03/2020,9992,
Bergen (NH.),20,28/03/2020,29869,
Beverwijk,17,28/03/2020,41610,
Blaricum,6,28/03/2020,11556,
Bloemendaal,19,28/03/2020,23544,
Castricum,19,28/03/2020,36005,
Diemen,7,28/03/2020,31003,
Edam-Volendam,14,28/03/2020,36211,
Enkhuizen,17,28/03/2020,18644,
Haarlem,73,28/03/2020,163109,
Haarlemmermeer,45,28/03/2020,156355,
Heemskerk,19,28/03/2020,39167,
Heemstede,27,28/03/2020,27259,
Heerhugowaard,23,28/03/2020,57752,
Heiloo,13,28/03/2020,23956,
Den Helder,9,28/03/2020,56359,
Hilversum,24,28/03/2020,91038,
Hoorn,20,28/03/2020,73294,
Huizen,13,28/03/2020,41182,
Landsmeer,7,28/03/2020,11511,
Langedijk,14,28/03/2020,28123,
Laren,8,28/03/2020,11320,
Medemblik,14,28/03/2020,45114,
Oostzaan,7,28/03/2020,9708,
Opmeer,2,28/03/2020,11839,
Ouder-Amstel,9,28/03/2020,14081,
Purmerend,52,28/03/2020,81462,
Schagen,13,28/03/2020,46471,
Texel,3,28/03/2020,13571,
Uitgeest,7,28/03/2020,13637,
Uithoorn,16,28/03/2020,29537,
Velsen,31,28/03/2020,68732,
Weesp,10,28/03/2020,19856,
Zandvoort,7,28/03/2020,17136,
Zaanstad,50,28/03/2020,156856,
Alblasserdam,6,28/03/2020,20158,
Alphen aan den Rijn,35,28/03/2020,119952,
Barendrecht,28,28/03/2020,48691,
Drechterland,5,28/03/2020,19732,
Brielle,10,28/03/2020,17273,
Capelle aan den IJssel,41,28/03/2020,67217,
Delft,29,28/03/2020,103536,
Dordrecht,36,28/03/2020,119413,
Gorinchem,14,28/03/2020,37055,
Gouda,35,28/03/2020,73485,
's-Gravenhage,161,28/03/2020,545865,
Hardinxveld-Giessendam,7,28/03/2020,18294,
Hellevoetsluis,15,28/03/2020,40182,
Hendrik-Ido-Ambacht,5,28/03/2020,31249,
Stede Broec,18,28/03/2020,21685,
Hillegom,4,28/03/2020,22208,
Katwijk,19,28/03/2020,65816,
Krimpen aan den IJssel,12,28/03/2020,29532,
Leiden,35,28/03/2020,125066,
Leiderdorp,5,28/03/2020,27072,
Lisse,3,28/03/2020,23012,
Maassluis,14,28/03/2020,33258,
Nieuwkoop,8,28/03/2020,28860,
Noordwijk,15,28/03/2020,43586,
Oegstgeest,13,28/03/2020,24852,
Oudewater,21,28/03/2020,10226,
Papendrecht,7,28/03/2020,32151,
Ridderkerk,27,28/03/2020,46341,
Rotterdam,308,28/03/2020,652361,
Rijswijk,16,28/03/2020,54619,
Schiedam,22,28/03/2020,78842,
Sliedrecht,6,28/03/2020,25232,
Albrandswaard,23,28/03/2020,25696,
Westvoorne,11,28/03/2020,14730,
Vlaardingen,30,28/03/2020,73539,
Voorschoten,7,28/03/2020,25612,
Waddinxveen,8,28/03/2020,29365,
Wassenaar,6,28/03/2020,26273,
Woerden,34,28/03/2020,52359,
Zoetermeer,21,28/03/2020,125266,
Zoeterwoude,2,28/03/2020,8647,
Zwijndrecht,13,28/03/2020,44695,
Borsele,7,28/03/2020,22732,
Goes,12,28/03/2020,38174,
West Maas en Waal,15,28/03/2020,63376,
Hulst,3,28/03/2020,27601,
Kapelle,2,28/03/2020,12698,
Middelburg,10,28/03/2020,48802,
Reimerswaal,7,28/03/2020,22714,
Terneuzen,17,28/03/2020,54384,
Tholen,25,28/03/2020,25784,
Veere,9,28/03/2020,21907,
Vlissingen,10,28/03/2020,44339,
De Ronde Venen,17,28/03/2020,24317,
Tytsjerksteradiel,4,28/03/2020,32069,
Asten,10,28/03/2020,16734,
Baarle-Nassau,2,28/03/2020,6867,
Bergen op Zoom,17,28/03/2020,67589,
Best,23,28/03/2020,29997,
Boekel,53,28/03/2020,10783,
Boxmeer,17,28/03/2020,29384,
Boxtel,24,28/03/2020,30807,
Breda,227,28/03/2020,184187,
Deurne,46,28/03/2020,32455,
Pekela,2,28/03/2020,12196,
Dongen,12,28/03/2020,26274,
Eersel,17,28/03/2020,19328,
Eindhoven,128,28/03/2020,234849,
Etten-Leur,50,28/03/2020,43877,
Geertruidenberg,12,28/03/2020,21568,
Gilze en Rijen,25,28/03/2020,26510,
Goirle,26,28/03/2020,23906,
Grave,19,28/03/2020,12457,
Haaren,21,28/03/2020,14364,
Helmond,91,28/03/2020,92312,
's-Hertogenbosch,117,28/03/2020,155381,
Heusden,39,28/03/2020,44709,
Hilvarenbeek,12,28/03/2020,15515,
Loon op Zand,29,28/03/2020,23432,
Mill en Sint Hubert,9,28/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",13,28/03/2020,23372,
Oirschot,11,28/03/2020,18733,
Oisterwijk,24,28/03/2020,26283,
Oosterhout,36,28/03/2020,56052,
Oss,141,28/03/2020,91998,
Rucphen,10,28/03/2020,22900,
Sint-Michielsgestel,29,28/03/2020,29266,
Someren,22,28/03/2020,19362,
Son en Breugel,22,28/03/2020,17329,
Steenbergen,14,28/03/2020,24464,
Waterland,11,28/03/2020,17420,
Tilburg,284,28/03/2020,220144,
Uden,130,28/03/2020,42132,
Valkenswaard,26,28/03/2020,31206,
Veldhoven,24,28/03/2020,45528,
Vught,31,28/03/2020,26577,
Waalre,6,28/03/2020,17452,
Waalwijk,54,28/03/2020,48626,
Woensdrecht,6,28/03/2020,21920,
Zundert,23,28/03/2020,21836,
Wormerland,7,28/03/2020,16266,
Landgraaf,29,28/03/2020,37411,
Beek,14,28/03/2020,15859,
Beesel,13,28/03/2020,13468,
Bergen (L.),2,28/03/2020,13082,
Brunssum,25,28/03/2020,27788,
Gennep,14,28/03/2020,16911,
Heerlen,75,28/03/2020,87024,
Kerkrade,32,28/03/2020,45684,
Maastricht,162,28/03/2020,121511,
Meerssen,10,28/03/2020,18837,
Mook en Middelaar,8,28/03/2020,7841,
Nederweert,24,28/03/2020,17049,
Roermond,32,28/03/2020,58316,
Simpelveld,11,28/03/2020,10539,
Stein,31,28/03/2020,24979,
Vaals,6,28/03/2020,10096,
Venlo,71,28/03/2020,101830,
Venray,26,28/03/2020,43624,
Voerendaal,8,28/03/2020,12479,
Weert,36,28/03/2020,50185,
Valkenburg aan de Geul,12,28/03/2020,16334,
Lelystad,31,28/03/2020,78920,
Horst aan de Maas,27,28/03/2020,42461,
Oude IJsselstreek,7,28/03/2020,39392,
Teylingen,11,28/03/2020,37468,
Utrechtse Heuvelrug,25,28/03/2020,49752,
Oost Gelre,8,28/03/2020,29640,
Koggenland,9,28/03/2020,22763,
Lansingerland,45,28/03/2020,62530,
Leudal,41,28/03/2020,35865,
Maasgouw,13,28/03/2020,23943,
Gemert-Bakel,82,28/03/2020,30733,
Halderberge,12,28/03/2020,30272,
Heeze-Leende,12,28/03/2020,16137,
Laarbeek,39,28/03/2020,22559,
Reusel-De Mierden,5,28/03/2020,13096,
Roerdalen,14,28/03/2020,20567,
Roosendaal,25,28/03/2020,77297,
Schouwen-Duiveland,9,28/03/2020,33866,
Aa en Hunze,4,28/03/2020,25422,
Borger-Odoorn,1,28/03/2020,25549,
Cuijk,10,28/03/2020,25150,
Landerd,44,28/03/2020,15735,
De Wolden,7,28/03/2020,43113,
Noord-Beveland,2,28/03/2020,7387,
Wijdemeren,5,28/03/2020,24354,
Noordenveld,3,28/03/2020,31243,
Twenterand,5,28/03/2020,33749,
Westerveld,4,28/03/2020,14974,
Sint Anthonis,21,28/03/2020,11688,
Lingewaard,25,28/03/2020,46645,
Cranendonck,42,28/03/2020,21175,
Steenwijkerland,8,28/03/2020,44157,
Moerdijk,10,28/03/2020,37098,
Echt-Susteren,28,28/03/2020,31594,
Sluis,6,28/03/2020,23214,
Drimmelen,26,28/03/2020,27232,
Bernheze,95,28/03/2020,31291,
Alphen-Chaam,21,28/03/2020,10222,
Bergeijk,14,28/03/2020,18678,
Bladel,18,28/03/2020,20408,
Gulpen-Wittem,8,28/03/2020,14164,
Tynaarlo,16,28/03/2020,33795,
Midden-Drenthe,4,28/03/2020,33216,
Overbetuwe,54,28/03/2020,47965,
Hof van Twente,17,28/03/2020,34996,
Neder-Betuwe,20,28/03/2020,24430,
Rijssen-Holten,17,28/03/2020,38186,
Geldrop-Mierlo,22,28/03/2020,39772,
Olst-Wijhe,6,28/03/2020,18253,
Dinkelland,30,28/03/2020,26479,
Westland,45,28/03/2020,19321,
Midden-Delfland,4,28/03/2020,19302,
Berkelland,2,28/03/2020,43760,
Bronckhorst,9,28/03/2020,36031,
Sittard-Geleen,102,28/03/2020,92330,
Kaag en Braassem,6,28/03/2020,27317,
Dantumadiel,1,28/03/2020,18912,
Zuidplas,15,28/03/2020,44043,
Peel en Maas,119,28/03/2020,43627,
Oldambt,2,28/03/2020,38214,
Zwartewaterland,38,28/03/2020,22716,
Súdwest-Fryslân,19,28/03/2020,89881,
Bodegraven-Reeuwijk,10,28/03/2020,34899,
Eijsden-Margraten,43,28/03/2020,25760,
Stichtse Vecht,31,28/03/2020,65029,
Hollands Kroon,18,28/03/2020,48460,
Leidschendam-Voorburg,21,28/03/2020,76524,
Goeree-Overflakkee,92,28/03/2020,50147,
Pijnacker-Nootdorp,24,28/03/2020,55412,
Nissewaard,37,28/03/2020,85207,
Krimpenerwaard,30,28/03/2020,56296,
De Fryske Marren,17,28/03/2020,44499,
Gooise Meren,25,28/03/2020,58084,
